rank,finalWorth,category,personName,age,country,source,industries,selfMade,gender,gross_tertiary_education_enrollment,life_expectancy_country,gdp_country,population_country
1,211000,Fashion & Retail,Bernard Arnault & family,74.0,France,LVMH,Fashion,False,M,65.6,82.5,"$2,715,518,274,227 ",67059887.0
2,180000,Automotive,Elon Musk,51.0,United States,"Tesla, SpaceX",Automotive,True,M,88.2,78.5,"$21,427,700,000,000 ",328239523.0
3,114000,Technology,Jeff Bezos,59.0,United States,Amazon,Technology,True,M,88.2,78.5,"$21,427,700,000,000 ",328239523.0
4,107000,Technology,Larry Ellison,78.0,United States,Oracle,Technology,True,M,88.2,78.5,"$21,427,700,000,000 ",328239523.0
5,106000,Finance & Investments,Warren Buffett,92.0,United States,Berkshire Hathaway,Finance,True,M,88.2,78.5,"$21,427,700,000,000 ",328239523.0
6,104000,Technology,Bill Gates,67.0,United States,Microsoft,Technology,True,M,88.2,78.5,"$21,427,700,000,000 ",328239523.0
7,94500,Media & Entertainment,Michael Bloomberg,81.0,United States,Bloomberg LP,Entertainment,True,M,88.2,78.5,"$21,427,700,000,000 ",328239523.0
8,93000,Telecom,Carlos Slim Helu & family,83.0,Mexico,Telecom,Telecom,True,M,40.2,75.0,"$1,258,286,717,125 ",126014024.0
9,83400,Diversified,Mukesh Ambani,65.0,India,Diversified,Diversified,False,M,28.1,69.4,"$2,611,000,000,000 ",1366417754.0
10,80700,Technology,Steve Ballmer,67.0,United States,Microsoft,Technology,True,M,88.2,78.5,"$21,427,700,000,000 ",328239523.0
11,80500,Fashion & Retail,Francoise Bettencourt Meyers & family,69.0,France,L'Oréal,Fashion,False,F,65.6,82.5,"$2,715,518,274,227 ",67059887.0
12,79200,Technology,Larry Page,50.0,United States,Google,Technology,True,M,88.2,78.5,"$21,427,700,000,000 ",328239523.0
13,77300,Fashion & Retail,Amancio Ortega,87.0,Spain,Zara,Fashion,True,M,88.9,83.3,"$1,394,116,310,769 ",47076781.0
14,76000,Technology,Sergey Brin,49.0,United States,Google,Technology,True,M,88.2,78.5,"$21,427,700,000,000 ",328239523.0
15,68000,Food & Beverage,Zhong Shanshan,68.0,China,"Beverages, pharmaceuticals",Food,True,M,50.6,77.0,"$19,910,000,000,000 ",1397715000.0
16,64400,Technology,Mark Zuckerberg,38.0,United States,Facebook,Technology,True,M,88.2,78.5,"$21,427,700,000,000 ",328239523.0
17,59000,Diversified,Charles Koch & family,87.0,United States,Koch Industries,Diversified,False,M,88.2,78.5,"$21,427,700,000,000 ",328239523.0
17,59000,Diversified,Julia Koch & family,60.0,United States,Koch Industries,Diversified,False,F,88.2,78.5,"$21,427,700,000,000 ",328239523.0
19,58800,Fashion & Retail,Jim Walton,74.0,United States,Walmart,Fashion,False,M,88.2,78.5,"$21,427,700,000,000 ",328239523.0
20,57600,Fashion & Retail,Rob Walton & family,78.0,United States,Walmart,Fashion,False,M,88.2,78.5,"$21,427,700,000,000 ",328239523.0
21,56700,Fashion & Retail,Alice Walton,73.0,United States,Walmart,Fashion,False,F,88.2,78.5,"$21,427,700,000,000 ",328239523.0
22,54400,Media & Entertainment,David Thomson & family,65.0,Canada,Media,Entertainment,False,M,68.9,81.9,"$1,736,425,629,520 ",36991981.0
23,50100,Technology,Michael Dell,58.0,United States,Dell Technologies,Technology,True,M,88.2,78.5,"$21,427,700,000,000 ",328239523.0
24,47200,Diversified,Gautam Adani,60.0,India,"Infrastructure, commodities",Diversified,True,M,28.1,69.4,"$2,611,000,000,000 ",1366417754.0
25,45100,Fashion & Retail,Phil Knight & family,85.0,United States,Nike,Fashion,True,M,88.2,78.5,"$21,427,700,000,000 ",328239523.0
26,45000,Technology,Zhang Yiming,39.0,China,TikTok,Technology,True,M,50.6,77.0,"$19,910,000,000,000 ",1397715000.0
27,42900,Fashion & Retail,Dieter Schwarz,83.0,Germany,Retail,Fashion,False,M,70.2,80.9,"$3,845,630,030,824 ",83132799.0
28,40100,Fashion & Retail,François Pinault & family,86.0,France,Luxury goods,Fashion,True,M,65.6,82.5,"$2,715,518,274,227 ",67059887.0
29,39100,Logistics,Klaus-Michael Kuehne,85.0,Switzerland,Shipping,Logistics,False,M,59.6,83.6,"$703,082,435,360 ",8574832.0
30,38900,Food & Beverage,Giovanni Ferrero,58.0,Belgium,"Nutella, chocolates",Food,False,M,79.7,81.6,"$529,606,710,418 ",11484055.0
31,38300,Food & Beverage,Jacqueline Mars,83.0,United States,"Candy, pet food",Food,False,F,88.2,78.5,"$21,427,700,000,000 ",328239523.0
31,38300,Food & Beverage,John Mars,87.0,United States,"Candy, pet food",Food,False,M,88.2,78.5,"$21,427,700,000,000 ",328239523.0
34,35300,Technology,Ma Huateng,51.0,China,Internet media,Technology,True,M,50.6,77.0,"$19,910,000,000,000 ",1397715000.0
35,35000,Gambling & Casinos,Miriam Adelson & family,77.0,United States,Casinos,Gambling,False,F,88.2,78.5,"$21,427,700,000,000 ",328239523.0
35,35000,Finance & Investments,Ken Griffin,54.0,United States,Hedge funds,Finance,True,M,88.2,78.5,"$21,427,700,000,000 ",328239523.0
37,34700,Food & Beverage,Mark Mateschitz,30.0,Austria,Red Bull,Food,False,M,85.1,81.6,"$446,314,739,528 ",8877067.0
38,33400,Automotive,Robin Zeng,54.0,China,Batteries,Automotive,True,M,50.6,77.0,"$19,910,000,000,000 ",1397715000.0
39,32600,Fashion & Retail,Tadashi Yanai & family,74.0,Japan,Fashion retail,Fashion,True,M,63.2,84.2,"$5,081,769,542,380 ",126226568.0
40,32100,Diversified,Len Blavatnik,65.0,United Kingdom,"Music, chemicals",Diversified,True,M,60.0,81.3,"$2,827,113,184,696 ",66834405.0
41,31600,Fashion & Retail,Alain Wertheimer,74.0,United States,Chanel,Fashion,False,M,88.2,78.5,"$21,427,700,000,000 ",328239523.0
41,31600,Fashion & Retail,Gerard Wertheimer,72.0,United States,Chanel,Fashion,False,M,88.2,78.5,"$21,427,700,000,000 ",328239523.0
43,31200,Logistics,Gianluigi Aponte,82.0,Switzerland,Shipping,Logistics,True,M,59.6,83.6,"$703,082,435,360 ",8574832.0
43,31200,Logistics,Rafaela Aponte-Diamant,78.0,Switzerland,Shipping,Logistics,True,F,59.6,83.6,"$703,082,435,360 ",8574832.0
45,30200,Technology,Colin Zheng Huang,43.0,China,E-commerce,Technology,True,M,50.6,77.0,"$19,910,000,000,000 ",1397715000.0
46,29700,Manufacturing,Reinhold Wuerth & family,87.0,Germany,Fasteners,Manufacturing,True,M,70.2,80.9,"$3,845,630,030,824 ",83132799.0
48,28500,Finance & Investments,Jeff Yass,64.0,United States,"Trading, investments",Finance,True,M,88.2,78.5,"$21,427,700,000,000 ",328239523.0
49,28100,Finance & Investments,Jim Simons,84.0,United States,Hedge funds,Finance,True,M,88.2,78.5,"$21,427,700,000,000 ",328239523.0
50,27800,Finance & Investments,Stephen Schwarzman,76.0,United States,Investments,Finance,True,M,88.2,78.5,"$21,427,700,000,000 ",328239523.0
51,27400,Automotive,Susanne Klatten,60.0,Germany,"BMW, pharmaceuticals",Automotive,False,F,70.2,80.9,"$3,845,630,030,824 ",83132799.0
52,27000,Metals & Mining,Gina Rinehart,69.0,Australia,Mining,Mining,False,F,113.1,82.7,"$1,392,680,589,329 ",25766605.0
53,26700,Technology,William Ding,51.0,China,Online games,Technology,True,M,50.6,77.0,"$19,910,000,000,000 ",1397715000.0
54,26600,Metals & Mining,Germán Larrea Mota Velasco & family,69.0,Mexico,Mining,Mining,False,M,40.2,75.0,"$1,258,286,717,125 ",126014024.0
55,25600,Technology,Shiv Nadar,77.0,India,software services,Technology,True,M,28.1,69.4,"$2,611,000,000,000 ",1366417754.0
56,25500,Energy,Low Tuck Kwong,74.0,Indonesia,Coal,Energy,True,M,36.3,71.5,"$1,119,190,780,753 ",270203917.0
57,25300,Finance & Investments,Thomas Peterffy,78.0,United States,Discount brokerage,Finance,True,M,88.2,78.5,"$21,427,700,000,000 ",328239523.0
58,25200,Metals & Mining,Andrey Melnichenko & family,51.0,United Arab Emirates,"Fertilizers, coal",Mining,True,M,36.8,77.8,"$421,142,267,938 ",9770529.0
59,24600,Automotive,Stefan Quandt,56.0,Germany,BMW,Automotive,False,M,70.2,80.9,"$3,845,630,030,824 ",83132799.0
60,24400,Technology,MacKenzie Scott,52.0,United States,Amazon,Technology,False,F,88.2,78.5,"$21,427,700,000,000 ",328239523.0
61,24200,Finance & Investments,R. Budi Hartono,82.0,Indonesia,"Banking, tobacco",Finance,False,M,36.3,71.5,"$1,119,190,780,753 ",270203917.0
62,23700,Metals & Mining,Vladimir Potanin,62.0,Russian Federation,Metals,Mining,True,M,81.9,72.7,"$1,699,876,578,871 ",144373535.0
63,23500,Technology,Jack Ma,58.0,China,E-commerce,Technology,True,M,50.6,77.0,"$19,910,000,000,000 ",1397715000.0
64,23400,Manufacturing,He Xiangjian & family,80.0,China,Home appliances,Manufacturing,True,M,50.6,77.0,"$19,910,000,000,000 ",1397715000.0
65,23100,Metals & Mining,Iris Fontbona & family,80.0,Chile,Mining,Mining,False,F,88.5,80.0,"$282,318,159,745 ",18952038.0
65,23100,Manufacturing,Michael Hartono,83.0,Indonesia,"Banking, tobacco",Manufacturing,False,M,36.3,71.5,"$1,119,190,780,753 ",270203917.0
67,22900,Manufacturing,James Ratcliffe,70.0,United Kingdom,Chemicals,Manufacturing,True,M,60.0,81.3,"$2,827,113,184,696 ",66834405.0
68,22600,Healthcare,Cyrus Poonawalla,81.0,India,Vaccines,Healthcare,False,M,28.1,69.4,"$2,611,000,000,000 ",1366417754.0
69,22400,Telecom,Masayoshi Son,65.0,Japan,"Internet, telecom",Telecom,True,M,63.2,84.2,"$5,081,769,542,380 ",126226568.0
70,22100,Metals & Mining,Vladimir Lisin,66.0,Russian Federation,"Steel, transport",Mining,True,M,81.9,72.7,"$1,699,876,578,871 ",144373535.0
71,22000,Food & Beverage,Emmanuel Besnier,52.0,France,Cheese,Food,False,M,65.6,82.5,"$2,715,518,274,227 ",67059887.0
72,21600,Finance & Investments,Abigail Johnson,61.0,United States,Fidelity,Finance,False,F,88.2,78.5,"$21,427,700,000,000 ",328239523.0
72,21600,Energy,Leonid Mikhelson & family,67.0,Russian Federation,"Gas, chemicals",Energy,True,M,81.9,72.7,"$1,699,876,578,871 ",144373535.0
74,21200,Fashion & Retail,Lukas Walton,36.0,United States,Walmart,Fashion,False,M,88.2,78.5,"$21,427,700,000,000 ",328239523.0
74,21200,Service,Wang Wei,52.0,China,Package delivery,Service,True,M,50.6,77.0,"$19,910,000,000,000 ",1397715000.0
76,21100,Technology,Jensen Huang,60.0,United States,Semiconductors,Technology,True,M,88.2,78.5,"$21,427,700,000,000 ",328239523.0
77,21000,Fashion & Retail,Leonard Lauder,90.0,United States,Estee Lauder,Fashion,False,M,88.2,78.5,"$21,427,700,000,000 ",328239523.0
77,21000,Manufacturing,Takemitsu Takizaki,77.0,Japan,Sensors,Manufacturing,True,M,63.2,84.2,"$5,081,769,542,380 ",126226568.0
79,20900,Metals & Mining,Alexey Mordashov & family,57.0,Russian Federation,"Steel, investments",Mining,True,M,81.9,72.7,"$1,699,876,578,871 ",144373535.0
80,20500,Energy,Vagit Alekperov,72.0,Russian Federation,Oil,Energy,True,M,81.9,72.7,"$1,699,876,578,871 ",144373535.0
81,20200,Healthcare,"Thomas Frist, Jr. & family",84.0,United States,Hospitals,Healthcare,True,M,88.2,78.5,"$21,427,700,000,000 ",328239523.0
82,19600,Metals & Mining,Andrew Forrest,61.0,Australia,Mining,Mining,True,M,113.1,82.7,"$1,392,680,589,329 ",25766605.0
83,19100,Finance & Investments,Ray Dalio,73.0,United States,Hedge funds,Finance,True,M,88.2,78.5,"$21,427,700,000,000 ",328239523.0
84,19000,Automotive,Eric Li,59.0,China,Automobiles,Automotive,True,M,50.6,77.0,"$19,910,000,000,000 ",1397715000.0
84,19000,Metals & Mining,Wang Wenyin,55.0,China,"Mining, copper products",Mining,True,M,50.6,77.0,"$19,910,000,000,000 ",1397715000.0
86,18900,Food & Beverage,Qin Yinglin,57.0,China,Pig breeding,Food,True,M,50.6,77.0,"$19,910,000,000,000 ",1397715000.0
88,18700,Automotive,Wang Chuanfu,57.0,China,"Batteries, automobiles",Automotive,True,M,50.6,77.0,"$19,910,000,000,000 ",1397715000.0
89,18500,Energy,Harold Hamm & family,77.0,United States,Oil & gas,Energy,True,M,88.2,78.5,"$21,427,700,000,000 ",328239523.0
89,18500,Finance & Investments,David Tepper,65.0,United States,Hedge funds,Finance,True,M,88.2,78.5,"$21,427,700,000,000 ",328239523.0
89,18500,Energy,Gennady Timchenko,70.0,Russian Federation,"Oil, gas",Energy,True,M,81.9,72.7,"$1,699,876,578,871 ",144373535.0
92,18000,Finance & Investments,Daniel Gilbert,61.0,United States,Quicken Loans,Finance,True,M,88.2,78.5,"$21,427,700,000,000 ",328239523.0
93,17700,Metals & Mining,Lakshmi Mittal,72.0,United Kingdom,Steel,Mining,False,M,60.0,81.3,"$2,827,113,184,696 ",66834405.0
94,17500,Finance & Investments,Steve Cohen,66.0,United States,Hedge funds,Finance,True,M,88.2,78.5,"$21,427,700,000,000 ",328239523.0
94,17500,Finance & Investments,Carl Icahn,87.0,United States,Investments,Finance,True,M,88.2,78.5,"$21,427,700,000,000 ",328239523.0
94,17500,Metals & Mining,Savitri Jindal & family,73.0,India,Steel,Mining,False,F,28.1,69.4,"$2,611,000,000,000 ",1366417754.0
97,17400,Real Estate,Donald Bren,90.0,United States,Real estate,Real Estate,True,M,88.2,78.5,"$21,427,700,000,000 ",328239523.0
97,17400,Fashion & Retail,"John Menard, Jr.",83.0,United States,Home improvement stores,Fashion,True,M,88.2,78.5,"$21,427,700,000,000 ",328239523.0
99,17100,Media & Entertainment,Rupert Murdoch & family,92.0,United States,"Newspapers, TV network",Entertainment,False,M,88.2,78.5,"$21,427,700,000,000 ",328239523.0
100,16700,Finance & Investments,Vicky Safra & family,70.0,Switzerland,Banking,Finance,False,F,59.6,83.6,"$703,082,435,360 ",8574832.0
101,16500,Fashion & Retail,"Theo Albrecht, Jr. & family",72.0,Germany,"Aldi, Trader Joe's",Fashion,False,M,70.2,80.9,"$3,845,630,030,824 ",83132799.0
101,16500,Finance & Investments,Renata Kellnerova & family,55.0,Czech Republic,"Finance, telecommunications",Finance,False,F,64.1,79.0,"$246,489,245,495 ",10669709.0
103,16300,Healthcare,Li Xiting,72.0,China,medical devices,Healthcare,True,M,50.6,77.0,"$19,910,000,000,000 ",1397715000.0
104,16200,Fashion & Retail,Stefan Persson,75.0,Sweden,H&M,Fashion,False,M,67.0,82.5,"$530,832,908,738 ",10285453.0
104,16200,Technology,Eric Schmidt,67.0,United States,Google,Technology,True,M,88.2,78.5,"$21,427,700,000,000 ",328239523.0
106,16000,Finance & Investments,Michael Platt,55.0,Switzerland,Hedge funds,Finance,True,M,59.6,83.6,"$703,082,435,360 ",8574832.0
107,15900,Food & Beverage,Pang Kang,67.0,China,Soy sauce,Food,True,M,50.6,77.0,"$19,910,000,000,000 ",1397715000.0
108,15800,Food & Beverage,Jorge Paulo Lemann & family,83.0,Switzerland,Beer,Food,True,M,59.6,83.6,"$703,082,435,360 ",8574832.0
112,15600,Healthcare,Dilip Shanghvi,67.0,India,Pharmaceuticals,Healthcare,True,M,28.1,69.4,"$2,611,000,000,000 ",1366417754.0
113,15500,Technology,Robert Pera,45.0,United States,Wireless networking,Technology,True,M,88.2,78.5,"$21,427,700,000,000 ",328239523.0
114,15300,Fashion & Retail,Radhakishan Damani,68.0,India,"Retail, investments",Fashion,True,M,28.1,69.4,"$2,611,000,000,000 ",1366417754.0
115,15200,Automotive,Huang Shilin,56.0,China,Batteries,Automotive,True,M,50.6,77.0,"$19,910,000,000,000 ",1397715000.0
116,14900,Diversified,Dhanin Chearavanont,83.0,Thailand,Diversified,Diversified,False,M,49.3,76.9,"$543,649,976,166 ",69625582.0
116,14900,Fashion & Retail,David Green & family,81.0,United States,Retail,Fashion,True,M,88.2,78.5,"$21,427,700,000,000 ",328239523.0
118,14800,Food & Beverage,Charoen Sirivadhanabhakdi,78.0,Thailand,"Alcohol, real estate",Food,True,M,49.3,76.9,"$543,649,976,166 ",69625582.0
119,14700,Food & Beverage,Charlene de Carvalho-Heineken & family,68.0,United Kingdom,Heineken,Food,False,F,60.0,81.3,"$2,827,113,184,696 ",66834405.0
120,14600,Healthcare,Xu Hang,60.0,China,Medical devices,Healthcare,True,M,50.6,77.0,"$19,910,000,000,000 ",1397715000.0
121,14500,Automotive,Wei Jianjun & family,59.0,China,Automobiles,Automotive,True,M,50.6,77.0,"$19,910,000,000,000 ",1397715000.0
122,14400,Metals & Mining,Alisher Usmanov,69.0,Uzbekistan,"Steel, telecom, investments",Mining,True,M,10.1,71.6,"$57,921,286,440 ",33580650.0
123,14300,Manufacturing,Goh Cheng Liang,95.0,Singapore,Paints,Manufacturing,True,M,84.8,83.1,"$372,062,527,489 ",5703569.0
124,14200,Diversified,Kumar Birla,55.0,India,Commodities,Diversified,False,M,28.1,69.4,"$2,611,000,000,000 ",1366417754.0
124,14200,Manufacturing,Aliko Dangote,65.0,Nigeria,"Cement, sugar",Manufacturing,True,M,10.2,54.3,"$448,120,428,859 ",200963599.0
127,14000,Diversified,Idan Ofer,67.0,United Kingdom,Shipping,Diversified,False,M,60.0,81.3,"$2,827,113,184,696 ",66834405.0
128,13900,Healthcare,Chen Bang,57.0,China,Hospitals,Healthcare,True,M,50.6,77.0,"$19,910,000,000,000 ",1397715000.0
130,13700,Logistics,John Fredriksen,78.0,United Kingdom,Shipping,Logistics,True,M,60.0,81.3,"$2,827,113,184,696 ",66834405.0
130,13700,Construction & Engineering,Diane Hendricks,76.0,United States,Building supplies,Construction,True,F,88.2,78.5,"$21,427,700,000,000 ",328239523.0
130,13700,Technology,Jan Koum,47.0,United States,WhatsApp,Technology,True,M,88.2,78.5,"$21,427,700,000,000 ",328239523.0
133,13300,Sports,Jerry Jones,80.0,United States,Dallas Cowboys,Sports,True,M,88.2,78.5,"$21,427,700,000,000 ",328239523.0
133,13300,Energy,George Kaiser,80.0,United States,"Oil & gas, banking",Energy,False,M,88.2,78.5,"$21,427,700,000,000 ",328239523.0
136,13200,Automotive,Lu Xiangyang,60.0,China,"Automobiles, batteries",Automotive,True,M,50.6,77.0,"$19,910,000,000,000 ",1397715000.0
137,13100,Real Estate,Harry Triguboff,90.0,Australia,Real estate,Real Estate,True,M,113.1,82.7,"$1,392,680,589,329 ",25766605.0
138,12900,Finance & Investments,Uday Kotak,64.0,India,Banking,Finance,True,M,28.1,69.4,"$2,611,000,000,000 ",1366417754.0
138,12900,Sports,Stanley Kroenke,75.0,United States,"Sports, real estate",Sports,True,M,88.2,78.5,"$21,427,700,000,000 ",328239523.0
140,12600,Energy,Mikhail Fridman,58.0,United Kingdom,"Oil, banking, telecom",Energy,True,M,60.0,81.3,"$2,827,113,184,696 ",66834405.0
141,12300,Energy,Sarath Ratanavadi,57.0,Thailand,Energy,Energy,True,M,49.3,76.9,"$543,649,976,166 ",69625582.0
142,12200,Metals & Mining,Dang Yanbao,50.0,China,Coal,Mining,True,M,50.6,77.0,"$19,910,000,000,000 ",1397715000.0
142,12200,Healthcare,Jiang Rensheng & family,69.0,China,Vaccines,Healthcare,True,M,50.6,77.0,"$19,910,000,000,000 ",1397715000.0
144,12100,Automotive,Shahid Khan,72.0,United States,Auto parts,Automotive,True,M,88.2,78.5,"$21,427,700,000,000 ",328239523.0
145,12000,Technology,Laurene Powell Jobs & family,59.0,United States,"Apple, Disney",Technology,False,F,88.2,78.5,"$21,427,700,000,000 ",328239523.0
147,11600,Real Estate,Stephen Ross,82.0,United States,Real estate,Real Estate,True,M,88.2,78.5,"$21,427,700,000,000 ",328239523.0
148,11500,Technology,Pavel Durov,38.0,United Arab Emirates,Messaging app,Technology,True,M,36.8,77.8,"$421,142,267,938 ",9770529.0
148,11500,Healthcare,Andreas Struengmann & family,73.0,Germany,Pharmaceuticals,Healthcare,True,M,70.2,80.9,"$3,845,630,030,824 ",83132799.0
148,11500,Healthcare,Thomas Struengmann & family,73.0,Germany,Pharmaceuticals,Healthcare,True,M,70.2,80.9,"$3,845,630,030,824 ",83132799.0
151,11400,Food & Beverage,Liu Hanyuan,59.0,China,Agribusiness,Food,True,M,50.6,77.0,"$19,910,000,000,000 ",1397715000.0
151,11400,Fashion & Retail,Michael Rubin,50.0,United States,Online retail,Fashion,True,M,88.2,78.5,"$21,427,700,000,000 ",328239523.0
153,11300,Finance & Investments,Israel Englander,74.0,United States,Hedge funds,Finance,True,M,88.2,78.5,"$21,427,700,000,000 ",328239523.0
153,11300,Manufacturing,Viatcheslav Kantor,69.0,Israel,"Fertilizer, real estate",Manufacturing,True,M,63.4,82.8,"$395,098,666,122 ",9053300.0
153,11300,Manufacturing,Anthony Pratt,62.0,Australia,Manufacturing,Manufacturing,False,M,113.1,82.7,"$1,392,680,589,329 ",25766605.0
153,11300,Finance & Investments,Mikhail Prokhorov,57.0,Switzerland,Investments,Finance,True,M,59.6,83.6,"$703,082,435,360 ",8574832.0
157,11100,Fashion & Retail,Giorgio Armani,88.0,Italy,Luxury goods,Fashion,True,M,61.9,82.9,"$2,001,244,392,042 ",60297396.0
157,11100,Fashion & Retail,Johann Rupert & family,72.0,South Africa,Luxury goods,Fashion,False,M,22.4,63.9,"$351,431,649,241 ",58558270.0
159,11000,Technology,Zhang Zhidong,51.0,China,Internet media,Technology,True,M,50.6,77.0,"$19,910,000,000,000 ",1397715000.0
161,10900,Finance & Investments,Philip Anschutz,83.0,United States,"Energy, sports, entertainment",Finance,False,M,88.2,78.5,"$21,427,700,000,000 ",328239523.0
161,10900,Fashion & Retail,Judy Love & family,85.0,United States,Gas stations,Fashion,True,F,88.2,78.5,"$21,427,700,000,000 ",328239523.0
161,10900,Fashion & Retail,Ricardo Salinas Pliego & family,67.0,Mexico,"Retail, media",Fashion,False,M,40.2,75.0,"$1,258,286,717,125 ",126014024.0
164,10700,Media & Entertainment,Donald Newhouse,93.0,United States,Media,Entertainment,False,M,88.2,78.5,"$21,427,700,000,000 ",328239523.0
165,10600,Sports,Robert Kraft,81.0,United States,"Manufacturing, New England Patriots",Sports,True,M,88.2,78.5,"$21,427,700,000,000 ",328239523.0
165,10600,Food & Beverage,Marcel Herrmann Telles,73.0,Brazil,Beer,Food,True,M,51.3,75.7,"$1,839,758,040,766 ",212559417.0
167,10500,Finance & Investments,Suleiman Kerimov & family,57.0,Russian Federation,Gold,Finance,True,M,81.9,72.7,"$1,699,876,578,871 ",144373535.0
167,10500,Fashion & Retail,Sky Xu,39.0,China,E-commerce,Fashion,True,M,50.6,77.0,"$19,910,000,000,000 ",1397715000.0
167,10500,Finance & Investments,Changpeng Zhao,45.0,United Arab Emirates,Cryptocurrency exchange,Finance,True,M,36.8,77.8,"$421,142,267,938 ",9770529.0
170,10300,Finance & Investments,Andrew Beal,70.0,United States,"Banks, real estate",Finance,True,M,88.2,78.5,"$21,427,700,000,000 ",328239523.0
171,10200,Technology,Mike Cannon-Brookes,43.0,Australia,Software,Technology,True,M,113.1,82.7,"$1,392,680,589,329 ",25766605.0
171,10200,Healthcare,Carl Cook,60.0,United States,Medical devices,Healthcare,False,M,88.2,78.5,"$21,427,700,000,000 ",328239523.0
171,10200,Technology,David Duffield,82.0,United States,Business software,Technology,True,M,88.2,78.5,"$21,427,700,000,000 ",328239523.0
171,10200,Energy,Jeffery Hildebrand,64.0,United States,Oil,Energy,True,M,88.2,78.5,"$21,427,700,000,000 ",328239523.0
171,10200,Manufacturing,Viktor Rashnikov,74.0,Russian Federation,Steel,Manufacturing,True,M,81.9,72.7,"$1,699,876,578,871 ",144373535.0
171,10200,Technology,Eduardo Saverin,41.0,Singapore,Facebook,Technology,True,M,84.8,83.1,"$372,062,527,489 ",5703569.0
171,10200,Automotive,Georg Schaeffler,58.0,Germany,Auto parts,Automotive,False,M,70.2,80.9,"$3,845,630,030,824 ",83132799.0
171,10200,Fashion & Retail,Christy Walton,74.0,United States,Walmart,Fashion,False,F,88.2,78.5,"$21,427,700,000,000 ",328239523.0
179,10100,Technology,Scott Farquhar,43.0,Australia,Software,Technology,True,M,113.1,82.7,"$1,392,680,589,329 ",25766605.0
179,10100,Diversified,Quek Leng Chan,81.0,Malaysia,"Banking, property",Diversified,False,M,45.1,76.0,"$364,701,517,788 ",32447385.0
179,10100,Real Estate,Wu Yajun,59.0,China,Real estate,Real Estate,True,F,50.6,77.0,"$19,910,000,000,000 ",1397715000.0
182,10000,Energy,Autry Stephens,85.0,United States,Oil,Energy,True,M,88.2,78.5,"$21,427,700,000,000 ",328239523.0
183,9900,Service,Liu Yongxing,74.0,China,Diversified,Service,True,M,50.6,77.0,"$19,910,000,000,000 ",1397715000.0
184,9800,Diversified,Vinod Adani,74.0,United Arab Emirates,"Infrastructure, commodities",Diversified,True,M,36.8,77.8,"$421,142,267,938 ",9770529.0
184,9800,Fashion & Retail,Nicolas Puech,80.0,Switzerland,Hermes,Fashion,False,M,59.6,83.6,"$703,082,435,360 ",8574832.0
184,9800,Logistics,"Jacques Saadé, Jr.",51.0,France,Shipping,Logistics,False,M,65.6,82.5,"$2,715,518,274,227 ",67059887.0
184,9800,Logistics,Rodolphe Saadé,53.0,France,Shipping,Logistics,False,M,65.6,82.5,"$2,715,518,274,227 ",67059887.0
184,9800,Logistics,Tanya Saadé Zeenny,55.0,France,Shipping,Logistics,False,F,65.6,82.5,"$2,715,518,274,227 ",67059887.0
184,9800,Finance & Investments,Melker Schorling & family,75.0,Sweden,Investments,Finance,True,M,67.0,82.5,"$530,832,908,738 ",10285453.0
190,9700,Manufacturing,Andrei Guriev & family,63.0,Russian Federation,Fertilizers,Manufacturing,True,M,81.9,72.7,"$1,699,876,578,871 ",144373535.0
190,9700,Finance & Investments,Michael Kim,59.0,Republic of Korea,Private equity,Finance,True,M,94.3,82.6,"$2,029,000,000,000 ",51709098.0
190,9700,Technology,Lei Jun,53.0,China,Smartphones,Technology,True,M,50.6,77.0,"$19,910,000,000,000 ",1397715000.0
190,9700,Manufacturing,Friedhelm Loh,76.0,Germany,Manufacturing,Manufacturing,False,M,70.2,80.9,"$3,845,630,030,824 ",83132799.0
190,9700,Healthcare,Sun Piaoyang,64.0,China,Pharmaceuticals,Healthcare,True,M,50.6,77.0,"$19,910,000,000,000 ",1397715000.0
195,9600,Technology,Rick Cohen & family,70.0,United States,Warehouse automation,Technology,False,M,88.2,78.5,"$21,427,700,000,000 ",328239523.0
195,9600,Energy,Jin Baofang,70.0,China,Solar panels,Energy,True,M,50.6,77.0,"$19,910,000,000,000 ",1397715000.0
195,9600,Manufacturing,Luo Liguo & family,67.0,China,Chemicals,Manufacturing,True,M,50.6,77.0,"$19,910,000,000,000 ",1397715000.0
195,9600,Food & Beverage,Marijke Mars,58.0,United States,"Candy, pet food",Food,False,F,88.2,78.5,"$21,427,700,000,000 ",328239523.0
195,9600,Food & Beverage,Pamela Mars,62.0,United States,"Candy, pet food",Food,False,F,88.2,78.5,"$21,427,700,000,000 ",328239523.0
195,9600,Food & Beverage,Valerie Mars,64.0,United States,"Candy, pet food",Food,False,F,88.2,78.5,"$21,427,700,000,000 ",328239523.0
195,9600,Food & Beverage,Victoria Mars,66.0,United States,"Candy, pet food",Food,False,F,88.2,78.5,"$21,427,700,000,000 ",328239523.0
202,9500,Finance & Investments,Vincent Bolloré & family,71.0,France,Investments,Finance,False,M,65.6,82.5,"$2,715,518,274,227 ",67059887.0
202,9500,Diversified,Jim Pattison,94.0,Canada,Diversified,Diversified,True,M,68.9,81.9,"$1,736,425,629,520 ",36991981.0
204,9400,Healthcare,Ernesto Bertarelli,57.0,Switzerland,"Biotech, investments",Healthcare,False,M,59.6,83.6,"$703,082,435,360 ",8574832.0
